,League,Region,Home Team,Away Team,Commence Times,Unibet H2H Odds,888sport H2H Odds,Marathon Bet H2H Odds,BetOnline.ag H2H Odds,MyBookie.ag H2H Odds,Betfair H2H Odds
398,A-League,uk,Wellington Phoenix FC,Adelaide United,1586066400,,,,,,
399,A-League,uk,Wellington Phoenix FC,Adelaide United,1586066400,,,"[4.1, 1.79, 4.1]",,,
400,A-League,uk,Wellington Phoenix FC,Adelaide United,1586066400,,,,,,
401,A-League,uk,Wellington Phoenix FC,Adelaide United,1586066400,,"[4.35, 1.73, 3.45]",,,,
402,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,"[2.23, 3.0, 3.7]",,,,,
403,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,,,,,"[2.23, 2.86, 3.54]",
404,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,,"[2.15, 2.9, 3.55]",,,,
405,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,,,"[2.24, 2.96, 3.76]",,,
406,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,,,,,,
407,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,,,,,,"[2.32, 3.15, 3.9]"
408,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,,,,"[2.34, 2.96, 3.5]",,
409,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,,,,,,
410,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,,,,,,
411,A-League,eu,Newcastle Jets FC,Melbourne City,1584952200,,,,,,
412,A-League,eu,Melbourne City,Adelaide United,1585297800,"[4.0, 1.8, 4.0]",,,,,
413,A-League,eu,Melbourne City,Adelaide United,1585297800,,"[3.85, 1.74, 3.85]",,,,
414,A-League,eu,Melbourne City,Adelaide United,1585297800,,,,,,
415,A-League,eu,Melbourne City,Adelaide United,1585297800,,,,,"[3.76, 1.75, 3.79]",
416,A-League,eu,Melbourne City,Adelaide United,1585297800,,,,"[3.9, 1.8, 3.7]",,
417,A-League,eu,Melbourne City,Adelaide United,1585297800,,,"[3.95, 1.81, 4.1]",,,
418,A-League,eu,Melbourne City,Adelaide United,1585297800,,,,,,
419,A-League,eu,Melbourne City,Adelaide United,1585297800,,,,,,
420,A-League,eu,Melbourne City,Adelaide United,1585297800,,,,,,"[4.1, 1.8, 4.2]"
421,A-League,eu,Melbourne City,Adelaide United,1585297800,,,,,,
422,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,"[3.75, 1.95, 3.7]",,,,,
423,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,,"[3.6, 1.88, 3.55]",,,,
424,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,
425,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,"[3.5, 1.84, 3.66]",
426,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,"[3.5, 1.92, 3.65]",,
427,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,,,"[3.88, 1.93, 3.65]",,,
428,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,
429,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,
430,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,"[3.8, 1.94, 4.0]"
431,A-League,eu,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,
432,A-League,eu,Sydney FC,Brisbane Roar,1585384200,"[3.55, 2.08, 3.45]",,,,,
433,A-League,eu,Sydney FC,Brisbane Roar,1585384200,,"[3.4, 2.0, 3.3]",,,,
434,A-League,eu,Sydney FC,Brisbane Roar,1585384200,,,,,,
435,A-League,eu,Sydney FC,Brisbane Roar,1585384200,,,,,"[3.22, 2.02, 3.36]",
436,A-League,eu,Sydney FC,Brisbane Roar,1585384200,,,,"[3.15, 2.09, 3.4]",,
437,A-League,eu,Sydney FC,Brisbane Roar,1585384200,,,"[3.48, 2.09, 3.52]",,,
438,A-League,eu,Sydney FC,Brisbane Roar,1585384200,,,,,,
439,A-League,eu,Sydney FC,Brisbane Roar,1585384200,,,,,,
440,A-League,eu,Sydney FC,Brisbane Roar,1585384200,,,,,,"[3.45, 2.12, 3.55]"
441,A-League,eu,Sydney FC,Brisbane Roar,1585384200,,,,,,
442,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,"[2.33, 2.9, 3.55]",,,,,
443,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,,"[2.25, 2.8, 3.4]",,,,
444,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,,,,,,
445,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,,,,,"[2.25, 2.79, 3.37]",
446,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,,,,"[2.24, 3.0, 3.3]",,
447,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,,,"[2.35, 2.94, 3.52]",,,
448,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,,,,,,
449,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,,,,,,"[2.36, 2.84, 3.35]"
450,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,,,,,,
451,A-League,eu,Western United FC,Western Sydney Wanderers,1585458000,,,,,,
452,A-League,eu,Western United FC,Sydney FC,1585902600,"[1.6, 4.85, 4.0]",,,,,
453,A-League,eu,Western United FC,Sydney FC,1585902600,,,,,"[1.56, 4.9, 3.77]",
454,A-League,eu,Western United FC,Sydney FC,1585902600,,,"[1.6, 5.45, 4.15]",,,
455,A-League,eu,Western United FC,Sydney FC,1585902600,,,,,,
456,A-League,eu,Western United FC,Sydney FC,1585902600,,,,"[1.65, 5.0, 3.65]",,
457,A-League,eu,Western United FC,Sydney FC,1585902600,,"[1.6, 4.6, 3.85]",,,,
458,A-League,eu,Melbourne Victory,Central Coast Mariners,1585980000,"[4.75, 1.7, 3.6]",,,,,
459,A-League,eu,Melbourne Victory,Central Coast Mariners,1585980000,,,,,"[4.48, 1.61, 3.75]",
460,A-League,eu,Melbourne Victory,Central Coast Mariners,1585980000,,,"[4.75, 1.67, 4.15]",,,
461,A-League,eu,Melbourne Victory,Central Coast Mariners,1585980000,,,,,,
462,A-League,eu,Melbourne Victory,Central Coast Mariners,1585980000,,,,"[4.4, 1.7, 3.8]",,
463,A-League,eu,Melbourne Victory,Central Coast Mariners,1585980000,,"[4.5, 1.7, 3.5]",,,,
464,A-League,eu,Western Sydney Wanderers,Perth Glory,1585989000,"[2.2, 3.0, 3.4]",,,,,
465,A-League,eu,Western Sydney Wanderers,Perth Glory,1585989000,,,,,"[2.12, 3.02, 3.25]",
466,A-League,eu,Western Sydney Wanderers,Perth Glory,1585989000,,,"[2.2, 3.12, 3.64]",,,
467,A-League,eu,Western Sydney Wanderers,Perth Glory,1585989000,,,,,,
468,A-League,eu,Western Sydney Wanderers,Perth Glory,1585989000,,,,"[2.24, 3.15, 3.15]",,
469,A-League,eu,Western Sydney Wanderers,Perth Glory,1585989000,,"[2.2, 2.95, 3.35]",,,,
470,A-League,eu,Wellington Phoenix FC,Adelaide United,1586066400,"[4.55, 1.73, 3.55]",,,,,
471,A-League,eu,Wellington Phoenix FC,Adelaide United,1586066400,,,,,"[3.85, 1.73, 3.7]",
472,A-League,eu,Wellington Phoenix FC,Adelaide United,1586066400,,,"[4.1, 1.79, 4.1]",,,
473,A-League,eu,Wellington Phoenix FC,Adelaide United,1586066400,,,,,,
474,A-League,eu,Wellington Phoenix FC,Adelaide United,1586066400,,,,"[4.1, 1.77, 3.7]",,
475,A-League,eu,Wellington Phoenix FC,Adelaide United,1586066400,,"[4.35, 1.73, 3.45]",,,,
476,A-League,us,Newcastle Jets FC,Melbourne City,1584952200,,,,,"[2.23, 2.86, 3.54]",
477,A-League,us,Newcastle Jets FC,Melbourne City,1584952200,,,,,,
478,A-League,us,Newcastle Jets FC,Melbourne City,1584952200,,,,,,"[2.32, 3.15, 3.9]"
479,A-League,us,Newcastle Jets FC,Melbourne City,1584952200,,,,,,
480,A-League,us,Newcastle Jets FC,Melbourne City,1584952200,,,,"[2.34, 2.96, 3.5]",,
481,A-League,us,Newcastle Jets FC,Melbourne City,1584952200,,,,,,
482,A-League,us,Newcastle Jets FC,Melbourne City,1584952200,,,,,,
483,A-League,us,Melbourne City,Adelaide United,1585297800,,,,,,
484,A-League,us,Melbourne City,Adelaide United,1585297800,,,,,"[3.76, 1.75, 3.79]",
485,A-League,us,Melbourne City,Adelaide United,1585297800,,,,"[3.9, 1.8, 3.7]",,
486,A-League,us,Melbourne City,Adelaide United,1585297800,,,,,,
487,A-League,us,Melbourne City,Adelaide United,1585297800,,,,,,"[4.1, 1.8, 4.2]"
488,A-League,us,Melbourne City,Adelaide United,1585297800,,,,,,
489,A-League,us,Melbourne City,Adelaide United,1585297800,,,,,,
490,A-League,us,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,
491,A-League,us,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,"[3.5, 1.84, 3.66]",
492,A-League,us,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,"[3.5, 1.92, 3.65]",,
493,A-League,us,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,
494,A-League,us,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,"[3.8, 1.94, 4.0]"
495,A-League,us,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,
496,A-League,us,Newcastle Jets FC,Central Coast Mariners,1585375200,,,,,,
497,A-League,us,Sydney FC,Brisbane Roar,1585384200,,,,,,
498,A-League,us,Sydney FC,Brisbane Roar,1585384200,,,,,"[3.22, 2.02, 3.36]",
499,A-League,us,Sydney FC,Brisbane Roar,1585384200,,,,"[3.15, 2.09, 3.4]",,
500,A-League,us,Sydney FC,Brisbane Roar,1585384200,,,,,,
501,A-League,us,Sydney FC,Brisbane Roar,1585384200,,,,,,"[3.45, 2.12, 3.55]"
502,A-League,us,Sydney FC,Brisbane Roar,1585384200,,,,,,
503,A-League,us,Sydney FC,Brisbane Roar,1585384200,,,,,,
504,A-League,us,Western United FC,Western Sydney Wanderers,1585458000,,,,,,
505,A-League,us,Western United FC,Western Sydney Wanderers,1585458000,,,,,"[2.25, 2.79, 3.37]",
506,A-League,us,Western United FC,Western Sydney Wanderers,1585458000,,,,"[2.24, 3.0, 3.3]",,
507,A-League,us,Western United FC,Western Sydney Wanderers,1585458000,,,,,,"[2.36, 2.84, 3.35]"
508,A-League,us,Western United FC,Western Sydney Wanderers,1585458000,,,,,,
509,A-League,us,Western United FC,Western Sydney Wanderers,1585458000,,,,,,
510,A-League,us,Western United FC,Western Sydney Wanderers,1585458000,,,,,,
511,A-League,us,Western United FC,Sydney FC,1585902600,,,,,"[1.56, 4.9, 3.77]",
512,A-League,us,Western United FC,Sydney FC,1585902600,,,,,,
513,A-League,us,Western United FC,Sydney FC,1585902600,,,,"[1.65, 5.0, 3.65]",,
514,A-League,us,Melbourne Victory,Central Coast Mariners,1585980000,,,,,"[4.48, 1.61, 3.75]",
515,A-League,us,Melbourne Victory,Central Coast Mariners,1585980000,,,,,,
516,A-League,us,Melbourne Victory,Central Coast Mariners,1585980000,,,,"[4.4, 1.7, 3.8]",,
517,A-League,us,Western Sydney Wanderers,Perth Glory,1585989000,,,,,"[2.12, 3.02, 3.25]",
518,A-League,us,Western Sydney Wanderers,Perth Glory,1585989000,,,,,,
519,A-League,us,Western Sydney Wanderers,Perth Glory,1585989000,,,,"[2.24, 3.15, 3.15]",,
520,A-League,us,Wellington Phoenix FC,Adelaide United,1586066400,,,,,"[3.85, 1.73, 3.7]",
521,A-League,us,Wellington Phoenix FC,Adelaide United,1586066400,,,,,,
522,A-League,us,Wellington Phoenix FC,Adelaide United,1586066400,,,,"[4.1, 1.77, 3.7]",,
523,Allsvenskan - Sweden,au,Orebro SK,Djurgardens IF,1585998000,,,,,,
524,Allsvenskan - Sweden,au,Kalmar FF,Hammarby IF,1586089800,,,,,,
525,Allsvenskan - Sweden,au,IK Sirius,Falkenbergs FF,1586100600,,,,,,
526,Allsvenskan - Sweden,au,IFK Goteborg,IF Elfsborg,1586100600,,,,,,
527,Allsvenskan - Sweden,au,Malmo FF,IFK Norrkoping,1586192400,,,,,,
528,Allsvenskan - Sweden,au,BK Hacken,AIK,1586192400,,,,,,
529,Allsvenskan - Sweden,uk,Orebro SK,Djurgardens IF,1585998000,,,,,,
530,Allsvenskan - Sweden,uk,Kalmar FF,Hammarby IF,1586089800,,,,,,
531,Allsvenskan - Sweden,uk,IK Sirius,Falkenbergs FF,1586100600,,,,,,
532,Allsvenskan - Sweden,uk,IFK Goteborg,IF Elfsborg,1586100600,,,,,,
533,Allsvenskan - Sweden,uk,Malmo FF,IFK Norrkoping,1586192400,,,,,,
534,Allsvenskan - Sweden,uk,BK Hacken,AIK,1586192400,,,,,,
535,Superettan - Sweden,au,Östers IF,IK Brage,1585998000,,,,,,
536,Superettan - Sweden,au,Jönköpings Södra IF,AFC Eskilstuna,1586005200,,,,,,
537,Superettan - Sweden,au,Degerfors IF,Akropolis IF,1586005200,,,,,,
538,Superettan - Sweden,au,Halmstads BK,GAIS,1586014200,,,,,,
539,Superettan - Sweden,au,Norrby IF,Ljungskile SK,1586014200,,,,,,
540,Superettan - Sweden,au,Örgryte IS,Trelleborgs FF,1586089800,,,,,,
541,Superettan - Sweden,au,Umeå FC,Dalkurd FF,1586089800,,,,,,
542,Superettan - Sweden,au,Västerås SK,GIF Sundsvall,1586192400,,,,,,
543,Superettan - Sweden,uk,Östers IF,IK Brage,1585998000,,,,,,
544,Superettan - Sweden,uk,Östers IF,IK Brage,1585998000,,,,,,
545,Superettan - Sweden,uk,Jönköpings Södra IF,AFC Eskilstuna,1586005200,,,,,,
546,Superettan - Sweden,uk,Jönköpings Södra IF,AFC Eskilstuna,1586005200,,,,,,
547,Superettan - Sweden,uk,Degerfors IF,Akropolis IF,1586005200,,,,,,
548,Superettan - Sweden,uk,Degerfors IF,Akropolis IF,1586005200,,,,,,
549,Superettan - Sweden,uk,Halmstads BK,GAIS,1586014200,,,,,,
550,Superettan - Sweden,uk,Halmstads BK,GAIS,1586014200,,,,,,
551,Superettan - Sweden,uk,Norrby IF,Ljungskile SK,1586014200,,,,,,
552,Superettan - Sweden,uk,Norrby IF,Ljungskile SK,1586014200,,,,,,
553,Superettan - Sweden,uk,Örgryte IS,Trelleborgs FF,1586089800,,,,,,
554,Superettan - Sweden,uk,Örgryte IS,Trelleborgs FF,1586089800,,,,,,
555,Superettan - Sweden,uk,Umeå FC,Dalkurd FF,1586089800,,,,,,
556,Superettan - Sweden,uk,Umeå FC,Dalkurd FF,1586089800,,,,,,
557,Superettan - Sweden,uk,Västerås SK,GIF Sundsvall,1586192400,,,,,,
558,Superettan - Sweden,uk,Västerås SK,GIF Sundsvall,1586192400,,,,,,
